iso3,year,gdp_usd,population,inflation_rate,gdp_log,pop_log,node_id
CHN,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,36
CIV,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,37
CMR,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,38
COD,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,39
COG,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,40
COK,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,41
COL,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,42
COM,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,43
CPV,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,44
CRI,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,45
CUB,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,46
CUW,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,47
CYM,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,49
CYP,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,50
CZE,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,51
DEU,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,52
DJI,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,53
DMA,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,54
DNK,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,55
DOM,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,56
DZA,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,57
ECU,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,58
EGY,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,59
ERI,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,60
ESP,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,62
EST,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,63
ETH,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,64
FIN,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,65
FJI,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,66
FRA,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,67
FSM,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,68
GAB,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,69
GBR,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,70
GEO,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,71
GHA,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,72
GIB,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,73
GIN,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,74
GMB,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,75
GNB,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,76
GNQ,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,77
GRC,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,78
GRD,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,79
GTM,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,81
GUM,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,82
GUY,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,83
HKG,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,84
HND,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,85
HRV,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,86
HTI,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,87
HUN,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,88
IDN,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,89
IND,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,90
IRL,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,91
IRN,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,92
IRQ,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,93
ISL,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,94
ISR,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,95
ITA,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,96
JAM,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,97
JOR,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,98
JPN,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,99
KAZ,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,100
KEN,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,101
KGZ,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,102
KHM,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,103
KIR,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,104
KNA,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,105
KOR,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,106
KWT,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,107
LAO,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,108
LBN,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,109
LBR,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,110
LBY,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,111
LCA,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,112
LKA,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,113
LSO,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,114
LTU,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,115
LUX,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,116
LVA,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,117
MAC,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,118
MAR,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,119
MDA,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,120
MDG,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,121
MDV,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,122
MEX,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,123
MHL,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,124
MKD,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,125
MLI,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,126
MLT,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,127
MMR,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,128
MNG,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,130
MOZ,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,132
MRT,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,133
MSR,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,134
MUS,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,135
MWI,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,136
MYS,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,137
NAM,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,138
NER,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,140
NFK,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,141
NGA,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,142
NIC,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,143
NLD,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,144
NOR,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,145
NPL,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,146
NRU,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,147
NZL,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,148
OMN,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,149
PAK,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,150
PAN,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,151
PER,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,152
PHL,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,153
PLW,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,154
PNG,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,155
POL,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,156
PRK,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,157
PRT,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,158
PRY,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,159
QAT,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,162
ROU,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,163
RUS,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,164
RWA,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,165
S19,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,166
SAU,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,167
SDN,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,168
SEN,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,169
SGP,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,170
SLB,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,171
SLE,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,172
SLV,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,173
SOM,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,175
SRB,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,177
STP,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,179
SUR,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,180
SVK,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,181
SVN,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,182
SWE,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,183
SWZ,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,184
SYC,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,186
SYR,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,187
TCA,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,188
TCD,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,189
TGO,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,190
THA,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,191
TJK,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,192
TKM,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,194
TLS,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,195
TON,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,196
TTO,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,197
TUN,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,198
TUR,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,199
TUV,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,200
TZA,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,201
UGA,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,202
UKR,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,203
URY,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,205
USA,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,206
UZB,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,207
VCT,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,208
VEN,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,209
VGB,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,210
VNM,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,211
VUT,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,212
WSM,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,214
YEM,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,215
ZAF,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,216
ZMB,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,217
ZWE,2011,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,218
_X,2011,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,219
ABW,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,0
AFG,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,1
AGO,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,2
AIA,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,3
ALB,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,4
ARE,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,6
ARG,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,7
ARM,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,8
ASM,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,9
ATG,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,10
AUS,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,11
AUT,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,12
AZE,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,13
BDI,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,14
BEL,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,15
BEN,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,16
BFA,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,17
BGD,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,18
BGR,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,19
BHR,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,20
BHS,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,21
BIH,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,22
BLR,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,23
BLZ,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,24
BOL,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,26
BRA,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,27
BRB,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,28
BTN,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,30
BWA,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,31
CAF,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,32
CAN,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,33
CHE,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,34
CHL,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,35
CHN,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,36
CIV,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,37
CMR,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,38
COD,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,39
COG,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,40
COL,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,42
COM,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,43
CPV,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,44
CRI,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,45
CUB,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,46
CUW,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,47
CYM,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,49
CYP,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,50
CZE,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,51
DEU,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,52
DJI,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,53
DMA,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,54
DNK,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,55
DOM,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,56
DZA,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,57
ECU,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,58
EGY,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,59
ERI,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,60
ESP,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,62
EST,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,63
ETH,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,64
FIN,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,65
FJI,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,66
FRA,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,67
FSM,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,68
GAB,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,69
GBR,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,70
GEO,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,71
GHA,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,72
GIB,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,73
GIN,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,74
GMB,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,75
GNB,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,76
GNQ,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,77
GRC,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,78
GRD,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,79
GRL,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,80
GTM,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,81
GUM,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,82
GUY,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,83
HKG,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,84
HND,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,85
HRV,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,86
HTI,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,87
HUN,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,88
IDN,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,89
IND,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,90
IRL,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,91
IRN,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,92
IRQ,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,93
ISL,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,94
ISR,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,95
ITA,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,96
JAM,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,97
JOR,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,98
JPN,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,99
KAZ,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,100
KEN,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,101
KGZ,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,102
KHM,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,103
KIR,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,104
KNA,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,105
KOR,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,106
KWT,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,107
LAO,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,108
LBN,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,109
LBR,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,110
LBY,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,111
LCA,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,112
LKA,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,113
LSO,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,114
LTU,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,115
LUX,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,116
LVA,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,117
MAC,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,118
MAR,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,119
MDA,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,120
MDG,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,121
MDV,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,122
MEX,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,123
MHL,2012,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,124
MKD,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,125
MLI,2012,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,126
